Date,NYSEVOL,RTRR,,,,
1970-05-01,258.29,31092,,,,
1970-06-01,226.46,31290,,,,
1970-07-01,227.87,31552,,,,
1970-08-01,218.81,31542,,,,
1970-09-01,302.89,31640,,,,
1970-10-01,261.5,31901,,,,
1970-11-01,230.38,31195,,,,
1970-12-01,335.31,32109,,,,
1971-01-01,348.57,32878,,,,
1971-02-01,371.26,33214,,,,
1971-03-01,389.98,33260,,,,
1971-04-01,401.65,33878,,,,
1971-05-01,303.15,33679,,,,
1971-06-01,303.65,34311,,,,
1971-07-01,265.31,34416,,,,
1971-08-01,320.62,34608,,,,
1971-09-01,252.8,35205,,,,
1971-10-01,280.15,35630,,,,
1971-11-01,276.42,36043,,,,
1971-12-01,377.76,36020,,,,
1972-01-01,379.52,35746,,,,
1972-02-01,376.34,36044,,,,
1972-03-01,403.73,36975,,,,
1972-04-01,368.03,37066,,,,
1972-05-01,316.35,37555,,,,
1972-06-01,314.56,37800,,,,
1972-07-01,288.99,38002,,,,
1972-08-01,357,38364,,,,
1972-09-01,246.28,39088,,,,
1972-10-01,317.4,39639,,,,
1972-11-01,405.65,39906,,,,
1972-12-01,344.77,40808,,,,
1973-01-01,393.8,41508,,,,
1973-02-01,318.3,42112,,,,
1973-03-01,342.41,42432,,,,
1973-04-01,278,42121,,,,
1973-05-01,337.24,42121,,,,
1973-06-01,268.72,42508,,,,
1973-07-01,307.76,42521,,,,
1973-08-01,270.51,42648,,,,
1973-09-01,329.08,43221,,,,
1973-10-01,422.9,43461,,,,
1973-11-01,399.93,43807,,,,
1973-12-01,384.54,42669,,,,
1974-01-01,363.14,43204,,,,
1974-02-01,256.83,43461,,,,
1974-03-01,309.01,44087,,,,
1974-04-01,254.28,44676,,,,
1974-05-01,275.26,45187,,,,
1974-06-01,245.36,45297,,,,
1974-07-01,274.09,46026,,,,
1974-08-01,280.11,47335,,,,
1974-09-01,279.96,46203,,,,
1974-10-01,377.11,45770,,,,
1974-11-01,286.82,45531,,,,
1974-12-01,315.14,44836,,,,
1975-01-01,432.53,46482,,,,
1975-02-01,423.74,47158,,,,
1975-03-01,453.6,46091,,,,
1975-04-01,447.32,46729,,,,
1975-05-01,457.52,48890,,,,
1975-06-01,446.97,48836,,,,
1975-07-01,441.67,49599,,,,
1975-08-01,281.43,50134,,,,
1975-09-01,275.11,50232,,,,
1975-10-01,365.54,50565,,,,
1975-11-01,318.86,50775,,,,
1975-12-01,348.95,51568,,,,
1976-01-01,635.85,52854,,,,
1976-02-01,596.14,52482,,,,
1976-03-01,530.58,52830,,,,
1976-04-01,392.24,53868,,,,
1976-05-01,355.88,53433,,,,
1976-06-01,417.21,54540,,,,
1976-07-01,393.78,54946,,,,
1976-08-01,346.66,54650,,,,
1976-09-01,414.8,54655,,,,
1976-10-01,361.36,55476,,,,
1976-11-01,381.04,55707,,,,
1976-12-01,534.58,57294,,,,
1977-01-01,501.62,56888,,,,
1977-02-01,398.48,58198,,,,
1977-03-01,434.77,58679,,,,
1977-04-01,403.02,59589,,,,
1977-05-01,425.86,59328,,,,
1977-06-01,484.17,59643,,,,
1977-07-01,449.52,60327,,,,
1977-08-01,433.05,60275,,,,
1977-09-01,383.7,60539,,,,
1977-10-01,413.52,61743,,,,
1977-11-01,494.71,62232,,,,
1977-12-01,451.35,62517,,,,
1978-01-01,428.15,61283,,,,
1978-02-01,368.6,62730,,,,
1978-03-01,497.63,64277,,,,
1978-04-01,695.67,65882,,,,
1978-05-01,775.85,66305,,,,
1978-06-01,671.26,67452,,,,
1978-07-01,541.41,67017,,,,
1978-08-01,865.01,67902,,,,
1978-09-01,672.12,68218,,,,
1978-10-01,682.21,69432,,,,
1978-11-01,514.64,70495,,,,
1978-12-01,492.51,71429,,,,
1979-01-01,615.62,70989,,,,
1979-02-01,475.73,71588,,,,
1979-03-01,650.12,73031,,,,
1979-04-01,620.73,72863,,,,
1979-05-01,623.65,73617,,,,
1979-06-01,728.47,73932,,,,
1979-07-01,680.78,73614,,,,
1979-08-01,825.08,76338,,,,
1979-09-01,714.05,77092,,,,
1979-10-01,858,76539,,,,
1979-11-01,653.67,77560,,,,
1979-12-01,710.29,77782,,,,
1980-01-01,1158.48,79430,,,,
1980-02-01,956.65,78770,,,,
1980-03-01,876.41,77585,,,,
1980-04-01,674,76556,,,,
1980-05-01,764.86,76602,,,,
1980-06-01,829.69,77656,,,,
1980-07-01,1021.71,79279,,,,
1980-08-01,966.21,80067,,,,
1980-09-01,1057.73,80325,,,,
1980-10-01,1031.99,82197,,,,
1980-11-01,989.25,82870,,,,
1980-12-01,1025.32,82971,,,,
1981-01-01,955.71,84926,,,,
1981-02-01,816.44,86031,,,,
1981-03-01,1174.55,86554,,,,
1981-04-01,1123.45,85996,,,,
1981-05-01,905.57,85364,,,,
1981-06-01,1101.04,86146,,,,
1981-07-01,954.06,86817,,,,
1981-08-01,920.59,88194,,,,
1981-09-01,959.05,87829,,,,
1981-10-01,996.32,86642,,,,
1981-11-01,988.07,86504,,,,
1981-12-01,959.15,86874,,,,
1982-01-01,968.39,85933,,,,
1982-02-01,972.22,88204,,,,
1982-03-01,1270.23,87401,,,,
1982-04-01,1136.44,87805,,,,
1982-05-01,1026.56,88770,,,,
1982-06-01,1110.59,87351,,,,
1982-07-01,1145.12,88899,,,,
1982-08-01,1672.67,88464,,,,
1982-09-01,1547.91,89670,,,,
1982-10-01,2068.66,90712,,,,
1982-11-01,1857.05,92119,,,,
1982-12-01,1682.2,92135,,,,
1983-01-01,1857.73,91521,,,,
1983-02-01,1615.5,91774,,,,
1983-03-01,1902.04,94219,,,,
1983-04-01,1792.53,94479,,,,
1983-05-01,1953.34,96062,,,,
1983-06-01,1974.03,98278,,,,
1983-07-01,1590.23,98854,,,,
1983-08-01,1706.39,97382,,,,
1983-09-01,1740.18,99241,,,,
1983-10-01,1794.34,100780,,,,
1983-11-01,1814.51,102092,,,,
1983-12-01,1848.85,102734,,,,
1984-01-01,2215.87,105065,,,,
1984-02-01,1932.82,104941,,,,
1984-03-01,1855.22,104203,,,,
1984-04-01,1717.48,106137,,,,
1984-05-01,1939.74,106830,,,,
1984-06-01,1804.32,108358,,,,
1984-07-01,1603.28,106655,,,,
1984-08-01,2527.52,106064,,,,
1984-09-01,1769.05,107569,,,,
1984-10-01,2108.54,108090,,,,
1984-11-01,1757.53,110153,,,,
1984-12-01,1780.64,109688,,,,
1985-01-01,2673.98,110516,,,,
1985-02-01,2194.28,111701,,,,
1985-03-01,2154.4,112269,,,,
1985-04-01,1982.12,113720,,,,
1985-05-01,2350.18,114433,,,,
1985-06-01,2117.47,113795,,,,
1985-07-01,2462.95,113994,,,,
1985-08-01,1924.3,115629,,,,
1985-09-01,1860.29,118888,,,,
1985-10-01,2543.09,115440,,,,
1985-11-01,2445.27,115997,,,,
1985-12-01,2802.36,117447,,,,
1986-01-01,2879.18,118585,,,,
1986-02-01,2899.22,117480,,,,
1986-03-01,3215.1,116665,,,,
1986-04-01,3239.87,117409,,,,
1986-05-01,2680.11,119114,,,,
1986-06-01,2649.17,119240,,,,
1986-07-01,3029.59,119647,,,,
1986-08-01,2701.99,120871,,,,
1986-09-01,3167.45,127973,,,,
1986-10-01,3016.57,122617,,,,
1986-11-01,2940.75,122048,,,,
1986-12-01,3261.01,127561,,,,
1987-01-01,4040.8,119274,,,,
1987-02-01,3386.08,125245,,,,
1987-03-01,3965.51,126055,,,,
1987-04-01,3929.82,127244,,,,
1987-05-01,3417.97,127155,,,,
1987-06-01,3594.36,128646,,,,
1987-07-01,3967.83,129596,,,,
1987-08-01,4063.02,132366,,,,
1987-09-01,3723.69,130489,,,,
1987-10-01,6094.58,129879,,,,
1987-11-01,3590.25,130305,,,,
1987-12-01,3927.34,132463,,,,
1988-01-01,3495.1,132604,,,,
1988-02-01,3693.76,133262,,,,
1988-03-01,4052.35,135997,,,,
1988-04-01,3260.74,135080,,,,
1988-05-01,3232.03,136369,,,,
1988-06-01,4306.99,137281,,,,
1988-07-01,3338.32,137452,,,,
1988-08-01,3327.36,138199,,,,
1988-09-01,3059.74,137385,,,,
1988-10-01,3415.24,140871,,,,
1988-11-01,2822.96,142047,,,,
1988-12-01,2844.93,142990,,,,
1989-01-01,3532.06,143931,,,,
1989-02-01,3217.11,142132,,,,
1989-03-01,3503.38,142698,,,,
1989-04-01,3238.03,146155,,,,
1989-05-01,3748.84,146425,,,,
1989-06-01,3967.44,146228,,,,
1989-07-01,3250.03,147384,,,,
1989-08-01,3948.07,149862,,,,
1989-09-01,3035.33,149208,,,,
1989-10-01,4012.62,147874,,,,
1989-11-01,3031.96,149422,,,,
1989-12-01,3213.67,149796,,,,
1990-01-01,3794.08,153685,,,,
1990-02-01,2962.35,152957,,,,
1990-03-01,3284.66,153309,,,,
1990-04-01,2801.34,152706,,,,
1990-05-01,3597.05,152198,,,,
1990-06-01,3226.02,153539,,,,
1990-07-01,3370.53,154119,,,,
1990-08-01,4014.51,154830,,,,
1990-09-01,2685.62,155980,,,,
1990-10-01,3670.9,155623,,,,
1990-11-01,3148.12,155930,,,,
1990-12-01,3109.34,153775,,,,
1991-01-01,3636.39,151188,,,,
1991-02-01,4272.92,153632,,,,
1991-03-01,3900.13,155289,,,,
1991-04-01,4011.43,154907,,,,
1991-05-01,3741.96,155915,,,,
1991-06-01,3259.25,156468,,,,
1991-07-01,3457.64,156522,,,,
1991-08-01,3772.75,155760,,,,
1991-09-01,3246.51,156387,,,,
1991-10-01,4084.67,155437,,,,
1991-11-01,3726.82,155675,,,,
1991-12-01,4155.56,156103,,,,
1992-01-01,5267.77,158997,,,,
1992-02-01,4292.32,160455,,,,
1992-03-01,4081.55,160000,,,,
1992-04-01,4319.54,159843,,,,
1992-05-01,3666.39,160635,,,,
1992-06-01,4296.02,160914,,,,
1992-07-01,4273.83,161666,,,,
1992-08-01,3647.05,162931,,,,
1992-09-01,4019.43,164102,,,,
1992-10-01,4468.62,166885,,,,
1992-11-01,4154.41,167133,,,,
1992-12-01,4888.74,168991,,,,
1993-01-01,5311.48,169529,,,,
1993-02-01,5465.89,168830,,,,
1993-03-01,6131.27,167294,,,,
1993-04-01,6204.69,170530,,,,
1993-05-01,5101.97,172024,,,,
1993-06-01,5531.01,172299,,,,
1993-07-01,5303.16,173382,,,,
1993-08-01,5495.72,174365,,,,
1993-09-01,5522.09,174474,,,,
1993-10-01,5936.42,177708,,,,
1993-11-01,5866.57,178762,,,,
1993-12-01,5778.41,180516,,,,
1994-01-01,6629.39,178828,,,,
1994-02-01,5831.56,181958,,,,
1994-03-01,6862.95,185303,,,,
1994-04-01,5365.77,183429,,,,
1994-05-01,5666.55,183395,,,,
1994-06-01,5836.94,185089,,,,
1994-07-01,4977.13,185287,,,,
1994-08-01,6398.86,187973,,,,
1994-09-01,6157.46,189465,,,,
1994-10-01,6369.27,191789,,,,
1994-11-01,6253.03,192611,,,,
1994-12-01,6346.09,192913,,,,
1995-01-01,6835.48,193218,,,,
1995-02-01,6334.38,NA,,,,
1995-03-01,7829.06,NA,,,,
1995-04-01,6306.65,NA,,,,
1995-05-01,7558.96,NA,,,,
1995-06-01,7535.43,NA,,,,
1995-07-01,7302.15,NA,,,,
1995-08-01,7128.57,NA,,,,
1995-09-01,7055.69,NA,,,,
1995-10-01,8033.8,NA,,,,
1995-11-01,7575.68,NA,,,,
1995-12-01,7721.61,NA,,,,
1996-01-01,9190.24,NA,,,,
1996-02-01,8754.06,NA,,,,
1996-03-01,8985.55,NA,,,,
1996-04-01,8861.8,NA,,,,
1996-05-01,8910.93,NA,,,,
1996-06-01,7926.92,NA,,,,
1996-07-01,8812.88,NA,,,,
1996-08-01,7377.86,NA,,,,
1996-09-01,8077.53,NA,,,,
1996-10-01,9703.96,NA,,,,
1996-11-01,8939.61,NA,,,,
1996-12-01,9094.83,NA,,,,
1997-01-01,11622.48,NA,,,,
1997-02-01,9738.94,NA,,,,
1997-03-01,10031.76,NA,,,,
1997-04-01,10486.44,NA,,,,
1997-05-01,10131.85,NA,,,,
1997-06-01,10925.42,NA,,,,
1997-07-01,11996.71,NA,,,,
1997-08-01,10634.11,NA,,,,
1997-09-01,11428.1,NA,,,,
1997-10-01,14031.74,NA,,,,
1997-11-01,10252.44,NA,,,,
1997-12-01,12032.12,NA,,,,
1998-01-01,12189.57,NA,,,,
1998-02-01,11726.32,NA,,,,
1998-03-01,13722.69,NA,,,,
1998-04-01,13688.52,NA,,,,
1998-05-01,11524.53,NA,,,,
1998-06-01,13585.96,NA,,,,
1998-07-01,14188.26,NA,,,,
1998-08-01,15099.45,NA,,,,
1998-09-01,16727,NA,,,,
1998-10-01,18549.41,NA,,,,
1998-11-01,13501.5,NA,,,,
1998-12-01,15241.35,NA,,,,
1999-01-01,16234.05,NA,,,,
1999-02-01,14549.52,NA,,,,
1999-03-01,18002.47,NA,,,,
1999-04-01,18518.99,NA,,,,
1999-05-01,15949.53,NA,,,,
1999-06-01,16126.42,NA,,,,
1999-07-01,15359.96,NA,,,,
1999-08-01,15818.49,NA,,,,
1999-09-01,16447.46,NA,,,,
1999-10-01,18831.44,NA,,,,
1999-11-01,18343.15,NA,,,,
1999-12-01,19669.7,NA,,,,
2000-01-01,21484.25,NA,,,,
2000-02-01,20917.63,NA,,,,
2000-03-01,26182.77,NA,,,,
2000-04-01,20140.41,NA,,,,
2000-05-01,19919.34,NA,,,,
2000-06-01,21703.32,NA,,,,
2000-07-01,19076.89,NA,,,,
2000-08-01,20379.2,NA,,,,
2000-09-01,20825.86,NA,,,,
2000-10-01,25972.21,NA,,,,
2000-11-01,21700.52,NA,,,,
2000-12-01,24175.31,NA,,,,
2001-01-01,27844.01,NA,,,,
2001-02-01,21631.06,NA,,,,
2001-03-01,27970.18,NA,,,,
2001-04-01,25529.16,NA,,,,
2001-05-01,24568.46,NA,,,,
2001-06-01,24674.21,NA,,,,
2001-07-01,23878.29,NA,,,,
2001-08-01,23590.73,NA,,,,
2001-09-01,25416.71,NA,,,,
2001-10-01,30228.52,NA,,,,
2001-11-01,26671.82,NA,,,,
2001-12-01,25506.1,NA,,,,
2002-01-01,29943.23,NA,,,,
2002-02-01,26254.8,NA,,,,
2002-03-01,26742.87,NA,,,,
2002-04-01,28760.82,NA,,,,
2002-05-01,27152.06,NA,,,,
2002-06-01,31739.6,NA,,,,
2002-07-01,41498.59,NA,,,,
2002-08-01,29510.54,NA,,,,
2002-09-01,28180.28,NA,,,,
2002-10-01,38060.91,NA,,,,
2002-11-01,29087.29,NA,,,,
2002-12-01,26204.95,NA,,,,
2003-01-01,30969.34,NA,,,,
2003-02-01,25391.56,NA,,,,
2003-03-01,30224.56,NA,,,,
2003-04-01,29876.91,NA,,,,
2003-05-01,31261.54,NA,,,,
2003-06-01,31842.43,NA,,,,
2003-07-01,31924.52,NA,,,,
2003-08-01,25207.01,NA,,,,
2003-09-01,30171.34,NA,,,,
2003-10-01,32891.1,NA,,,,
2003-11-01,24572.37,NA,,,,
2003-12-01,28065.2,NA,,,,
2004-01-01,33261.2,NA,,,,
2004-02-01,28142.48,NA,,,,
2004-03-01,33982.41,NA,,,,
2004-04-01,32018.15,NA,,,,
2004-05-01,30000.65,NA,,,,
2004-06-01,28799.13,NA,,,,
2004-07-01,29780.65,NA,,,,
2004-08-01,27357.48,NA,,,,
2004-09-01,27766.61,NA,,,,
2004-10-01,32413.46,NA,,,,
2004-11-01,31383.37,NA,,,,
2004-12-01,32192.9,NA,,,,
2005-01-01,32367.8,NA,,,,
2005-02-01,29986.64,NA,,,,
2005-03-01,37017.11,NA,,,,
2005-04-01,35548.93,NA,,,,
